Full-Text Downloads for 2013-11-01 through 2014-01-31 for Berkeley Law Scholarship Repository					
Title	URL	First published	11/1/2013	12/1/2013	1/1/2014
The Group Exemption and Exclusive Distributorships in the Common Market - Procedural Technicalities	http://scholarship.law.berkeley.edu/facpubs/159	9/17/2012	0	2	0
Legal Education for a Changing Legal Profession	http://scholarship.law.berkeley.edu/facpubs/867	9/18/2012	0	0	0
The Emergence of Dynamic Contract Law	http://scholarship.law.berkeley.edu/facpubs/2039	8/15/2013	0	1	0
The Foreword: Emerging Court	http://scholarship.law.berkeley.edu/californialawreview/vol71/iss4/10	7/10/2012	0	1	0
Editorial	http://scholarship.law.berkeley.edu/californialawreview/vol42/iss1/9	7/19/2012	0	0	0
What's Not So New about Welfare Reform	http://scholarship.law.berkeley.edu/bglj/vol10/iss1/15	9/24/2013	0	3	0
Skirmishes on the Temporal Boundaries of States	http://scholarship.law.berkeley.edu/facpubs/1439	9/20/2012	0	4	1
Thinking Criminal Law	http://scholarship.law.berkeley.edu/facpubs/642	9/18/2012	0	0	0
A Constitutional Law for the Age of Anxiety	http://scholarship.law.berkeley.edu/californialawreview/vol73/iss5/6	7/10/2012	0	1	0
Criminal Procedure	http://scholarship.law.berkeley.edu/californialawreview/vol63/iss1/10	7/17/2012	0	1	0
Review Essay/The Precinct Confessional	http://scholarship.law.berkeley.edu/facpubs/466	9/18/2012	0	1	0
"View from the Tower, A"	http://scholarship.law.berkeley.edu/facpubs/289	9/17/2012	0	0	0
Mapping the Ballot Box Recap	http://scholarship.law.berkeley.edu/bjalp_gallery/45	12/3/2013	0	0	0
Chicago	http://scholarship.law.berkeley.edu/facpubs/700	9/18/2012	0	0	0
Global Governance and the WTO	http://scholarship.law.berkeley.edu/facpubs/1011	9/18/2012	0	0	0
"View from the Tower, A"	http://scholarship.law.berkeley.edu/facpubs/198	9/17/2012	0	0	0
The Klein Criteria Project	http://scholarship.law.berkeley.edu/bblj/vol2/iss1/1	11/22/2013	0	2	0
Environmental Federalism in a Global Economy	http://scholarship.law.berkeley.edu/facpubs/2054	8/15/2013	0	0	0
Benchmarks	http://scholarship.law.berkeley.edu/facpubs/1539	9/20/2012	0	0	0
New Trends in Asylum Jurisprudence: The Aftermath of the U.S. Supreme Court Decision in INS v. Cardoza-Fonseca (Article)	http://scholarship.law.berkeley.edu/facpubs/1969	8/15/2013	0	0	0
"Reflections on Germany, the Legal Academy, and Social Engagement: An Interview with Richard Buxbaum"	http://scholarship.law.berkeley.edu/facpubs/507	9/18/2012	0	0	0
"Punitive Damages, Social Norms, and Economic Analysis"	http://scholarship.law.berkeley.edu/facpubs/1281	9/18/2012	0	0	1
"Law, Economics, and the Skeleton of Value Fallacy"	http://scholarship.law.berkeley.edu/californialawreview/vol89/iss2/6	7/10/2012	0	5	0
"Introduction: Perspectives on the History of U.S. Non-Ratification of the U.N. Convention on the Law of the Sea, and on the Prospects for an Early Reversal"	http://scholarship.law.berkeley.edu/facpubs/2147	8/15/2013	0	0	0
"Whimsical Punishment: The Vice of Federal Intervention, Constitutionalization, and Substantive Due Process in Punitive Damages Law"	http://scholarship.law.berkeley.edu/californialawreview/vol94/iss3/4	7/9/2012	0	1	0
The Supreme Court of California 1970-1971: Constitutional Law	http://scholarship.law.berkeley.edu/californialawreview/vol60/iss3/9	7/17/2012	0	3	0
Mapping the Ballot Box Recap	http://scholarship.law.berkeley.edu/bjalp_gallery/5	12/3/2013	0	0	0
Uniting to Overturn 209	http://scholarship.law.berkeley.edu/bjalp_symposia/2006/2006/3	12/7/2013	0	0	0
The Supreme Court of California 1973-1974: Table of Cases	http://scholarship.law.berkeley.edu/californialawreview/vol63/iss1/3	7/17/2012	0	1	0
Trina Grillo - A Personal Rememberance	http://scholarship.law.berkeley.edu/facpubs/756	9/18/2012	0	0	0
Editor's Note	http://scholarship.law.berkeley.edu/aalj_gallery/8	9/8/2013	0	0	0
Piercing Politics: Religious Garb and Secularism in Public Schools	http://scholarship.law.berkeley.edu/aalj_gallery/6	9/8/2013	0	7	0
The Role of the Market Model in Corporate Law Analysis: A Comment on Weiss and White	http://scholarship.law.berkeley.edu/californialawreview/vol76/iss5/2	7/10/2012	0	1	0
The Supreme Court of California 1970-1971: Table of Cases	http://scholarship.law.berkeley.edu/californialawreview/vol60/iss3/5	7/17/2012	0	0	0
Foreword	http://scholarship.law.berkeley.edu/californialawreview/vol63/iss3/1	7/17/2012	0	0	0
Supreme Court and Unconstitutional Conditions:  Federalism and Individual Rights	http://scholarship.law.berkeley.edu/facpubs/1994	8/15/2013	0	0	0
Welform Reform - An Attack on Us All	http://scholarship.law.berkeley.edu/bjalp/vol3/iss1/4	4/26/2013	0	0	0
Mendez and the Legacy of Brown: A Latino Civil Rights Lawyer's Assessment	http://scholarship.law.berkeley.edu/aalj/vol11/iss2/5	9/10/2013	0	2	0
Affirmative Integration: Chicago	http://scholarship.law.berkeley.edu/facpubs/1996	8/15/2013	0	0	0
Congressional Authority to Restrict the Use of Literacy Tests	http://scholarship.law.berkeley.edu/californialawreview/vol50/iss2/4	7/19/2012	0	2	0
A Tribute	http://scholarship.law.berkeley.edu/californialawreview/vol71/iss4/1	7/10/2012	0	0	0
General Deterrence and Corporate Environmental Behavior	http://scholarship.law.berkeley.edu/facpubs/627	9/18/2012	0	0	0
Libel Regulatory Analysis	http://scholarship.law.berkeley.edu/facpubs/1462	9/20/2012	0	0	0
The Law of Implicit Bias	http://scholarship.law.berkeley.edu/californialawreview/vol94/iss4/2	7/9/2012	0	1	0
Lawyering at the Margins: On Reason and Emotion	http://scholarship.law.berkeley.edu/facpubs/74	9/17/2012	0	0	0
Introduction to Eddy Zheng	http://scholarship.law.berkeley.edu/aalj/vol15/iss1/10	9/10/2013	0	0	0
Unwinding Sony	http://scholarship.law.berkeley.edu/facpubs/1733	9/20/2012	0	0	0
Patent Rights in Department of Defense Research and Development Contracts	http://scholarship.law.berkeley.edu/californialawreview/vol47/iss4/5	7/19/2012	0	4	0
"Freedoms of Collective Speech: A Theory of Protected Communications by Organizations, Communities, and the State"	http://scholarship.law.berkeley.edu/californialawreview/vol79/iss5/2	7/10/2012	0	1	0
Nonrivalry and Price Discrimination in Copyright Economics	http://scholarship.law.berkeley.edu/facpubs/2194	8/15/2013	0	0	0
Of Tiers of Scrutiny and Time Travel: A Reply to Dean Sullivan	http://scholarship.law.berkeley.edu/californialawreview/vol90/iss3/7	7/10/2012	0	0	0
IV. Contracts	http://scholarship.law.berkeley.edu/californialawreview/vol61/iss2/7	7/17/2012	0	0	0
Knowledge about Legal Sanctions	http://scholarship.law.berkeley.edu/facpubs/1705	9/20/2012	0	1	0
California Teachers Association v. Riles: Textbook Loans to Sectarian Schools	http://scholarship.law.berkeley.edu/californialawreview/vol70/iss4/7	7/17/2012	0	0	0
"Environmental Ethics and Environmental Law: Harmony, Dissonance, Cacophony, or Irrelevance"	http://scholarship.law.berkeley.edu/facpubs/613	9/18/2012	0	0	0
The Product of the Present-Day Law School	http://scholarship.law.berkeley.edu/californialawreview/vol27/iss6/1	7/24/2012	0	0	1
"Ideological Drift among Supreme Court Justices: Who, When, and How Important"	http://scholarship.law.berkeley.edu/facpubs/1999	8/15/2013	0	2	0
Mapping the Ballot Box Recap	http://scholarship.law.berkeley.edu/bjalp_gallery/17	12/3/2013	0	0	0
Professor Riesenfeld: Real Property and Real Property Security	http://scholarship.law.berkeley.edu/californialawreview/vol63/iss6/5	7/17/2012	0	0	0
Coeur d'Alene and Existential Categories for Sovereign Immunity Cases	http://scholarship.law.berkeley.edu/californialawreview/vol86/iss4/4	7/10/2012	0	2	0
"In Re Qwest Communications International, Inc.: The Tenth Circuit Hangs up the Phone on Qwest's Petition for Selective Waiver, but the Line Is Not Dead"	http://scholarship.law.berkeley.edu/bblj/vol4/iss2/3	11/22/2013	0	5	0
The Legitimacy of Collective Values: The Case of the Public Lands	http://scholarship.law.berkeley.edu/facpubs/1221	9/18/2012	0	3	0
"Alternative Schools for Minority Students: The Constitution, the Civil Rights Act and the Berkeley Experiment"	http://scholarship.law.berkeley.edu/californialawreview/vol61/iss3/2	7/17/2012	0	0	0
The Death Penalty Cases	http://scholarship.law.berkeley.edu/californialawreview/vol56/iss5/3	7/17/2012	0	0	0
Tobacco Tort Litigation in California: A Better Understanding of Civil Section 1714.45	http://scholarship.law.berkeley.edu/facpubs/900	9/18/2012	0	0	0
State of Race: The Hispanic Question on the U.S. Census	http://scholarship.law.berkeley.edu/facpubs/1820	12/7/2012	0	2	0
The Dogs That Didn't Bark: Why Were International Legal Scholars MIA on Kosovo	http://scholarship.law.berkeley.edu/facpubs/391	9/17/2012	0	8	0
Understanding the Implications of Selling Rights in Software to the Defense Department: A Journey through the Regulatory Maze	http://scholarship.law.berkeley.edu/facpubs/148	9/17/2012	0	0	0
Editor's Note	http://scholarship.law.berkeley.edu/bjalp/vol10/iss1/1	4/26/2013	0	1	0
Asian Law Journal Symposium on Labor and Immigration	http://scholarship.law.berkeley.edu/aalj/vol6/iss1/6	9/10/2013	0	0	0
"In (Faint) Praise of the Large APs: Comments on Marc Galanter, Planet of the APs"	http://scholarship.law.berkeley.edu/facpubs/1797	12/7/2012	0	0	0
"One Hundred Years of Solicitude: Intellectual Property Law, 1900-2000"	http://scholarship.law.berkeley.edu/facpubs/2119	8/15/2013	0	1	0
Real Property	http://scholarship.law.berkeley.edu/californialawreview/vol65/iss2/11	7/17/2012	0	1	0
Becoming a Plaintiff	http://scholarship.law.berkeley.edu/facpubs/1099	9/18/2012	0	1	0
"Ties That Bind - Children's Attorneys, Children's Agency, and the Dilemma of Parental Affiliation"	http://scholarship.law.berkeley.edu/facpubs/677	9/18/2012	0	2	0
A View from the Tower	http://scholarship.law.berkeley.edu/facpubs/2169	8/15/2013	0	0	0
Part I	http://scholarship.law.berkeley.edu/facpubs/1271	9/18/2012	0	0	0
The Fair Value of Minority Stock in Closely Held Corporations	http://scholarship.law.berkeley.edu/facpubs/1298	9/18/2012	0	0	0
Respect for Life and Regard for Rights in the Criminal Law	http://scholarship.law.berkeley.edu/facpubs/1308	9/18/2012	0	0	0
Dedication	http://scholarship.law.berkeley.edu/californialawreview/vol55/iss4/2	7/17/2012	0	0	0
Remembering Mary Dunlap as a Student	http://scholarship.law.berkeley.edu/facpubs/360	9/17/2012	0	0	0
"State Law and Industrial Policy in American Development, 1790-1987"	http://scholarship.law.berkeley.edu/facpubs/1481	9/20/2012	0	0	0
Phil Sheridan Gibson	http://scholarship.law.berkeley.edu/californialawreview/vol52/iss4/1	7/17/2012	0	0	0
Blueprint for an Authoritative Treatise on American Construction Law	http://scholarship.law.berkeley.edu/facpubs/107	9/17/2012	0	0	0
One Step Closer: Understanding the Past and Potential Work and Influence of Asian American Interest Groups in Claiming a Space for Asian Americans in America's Democracy	http://scholarship.law.berkeley.edu/aalj/vol14/iss1/5	9/10/2013	0	1	0
Antitrust Laws in the European Economic Community: A Sequel	http://scholarship.law.berkeley.edu/californialawreview/vol50/iss5/4	7/19/2012	0	3	0
Tender Offers by Controlling Shareholders: The Specter of Coercion and Fair Price	http://scholarship.law.berkeley.edu/bblj/vol1/iss1/4	11/22/2013	0	4	0
Beyond Equal Employment Opportunity Commission v. Associated Dry Goods Corp.: A New Defense of the EEOC's Role in the Title VII Enforcement Process	http://scholarship.law.berkeley.edu/californialawreview/vol70/iss3/10	7/17/2012	0	2	0
Finding Cures for Tropical Diseases: Is Open Source an Answer	http://scholarship.law.berkeley.edu/facpubs/1386	9/18/2012	0	5	0
Retention of Estate and Gift Taxes by the Federal Government	http://scholarship.law.berkeley.edu/californialawreview/vol38/iss1/2	7/20/2012	0	1	0
On not throwing out the baby: planning the future of legal information	http://scholarship.law.berkeley.edu/facpubs/1954	8/15/2013	0	1	0
The Revelance of Contemporary Islamic Finance	http://scholarship.law.berkeley.edu/jmeil/vol2/iss1/6	12/9/2013	0	56	0
Thinking Criminal Law	http://scholarship.law.berkeley.edu/facpubs/1804	12/7/2012	0	0	0
In the Best Interests of the Group: Religious Matching under Israeli Adoption Law	http://scholarship.law.berkeley.edu/jmeil/vol3/iss1/1	12/9/2013	0	57	1
The Creationist and the Sociobiologist: Two Stories about Illiberal Education	http://scholarship.law.berkeley.edu/facpubs/1566	9/20/2012	0	0	0
Vernon M. Smith (1905-1959)	http://scholarship.law.berkeley.edu/californialawreview/vol47/iss1/1	7/19/2012	0	0	0
Affirmative Action Debate: Should Race-Based Affirmative Action Be Abandoned as a National Policy	http://scholarship.law.berkeley.edu/facpubs/1276	9/18/2012	0	4	1
The Convict and the Compensation Law	http://scholarship.law.berkeley.edu/californialawreview/vol34/iss1/5	7/20/2012	0	2	0
Chapter Four: Beyond Conflation: Lessons from the Past and for the Future: Table of Contents	http://scholarship.law.berkeley.edu/californialawreview/vol83/iss1/11	7/10/2012	0	0	0
Bad Arguments in Corporate Law	http://scholarship.law.berkeley.edu/facpubs/2021	8/15/2013	0	0	0
Where Are We Going with Picketing: Intra-Union Coercion Is Not Free Speech	http://scholarship.law.berkeley.edu/californialawreview/vol36/iss1/1	7/20/2012	0	12	0
Mapping the Ballot Box Recap	http://scholarship.law.berkeley.edu/bjalp_gallery/34	12/3/2013	0	0	0
How to Licitly Exploit Florida's Unitary Method of Corporate Taxation	http://scholarship.law.berkeley.edu/facpubs/2183	8/15/2013	0	5	0
Professor Riesenfeld and the New Regional Organization Law	http://scholarship.law.berkeley.edu/californialawreview/vol63/iss6/3	7/17/2012	0	0	0
Two-School-Finance Roles for the Federal Government: Promoting Equity and Choice	http://scholarship.law.berkeley.edu/facpubs/282	9/17/2012	0	0	0
Between Empire and Community: The United States and Multilateralism 2001-2003: A Mid-Term Assessment	http://scholarship.law.berkeley.edu/facpubs/462	9/18/2012	0	0	0
Foreword	http://scholarship.law.berkeley.edu/facpubs/1873	12/7/2012	0	0	0
The Supreme Court of California 1975-1976 Foreword: The Accidental Decision and How It Happens	http://scholarship.law.berkeley.edu/facpubs/1317	9/18/2012	0	0	0
Failed Enterprise: The Supreme Court's Habeas Reform	http://scholarship.law.berkeley.edu/californialawreview/vol83/iss2/1	7/10/2012	0	2	0
"Preface: Japan, the United States, and Pacific Ocean Resources"	http://scholarship.law.berkeley.edu/facpubs/232	9/17/2012	0	0	0
A Constitutional Law for the Age of Anxiety	http://scholarship.law.berkeley.edu/facpubs/1929	8/15/2013	0	0	0
Recent Foreign Cases	http://scholarship.law.berkeley.edu/californialawreview/vol16/iss1/3	7/24/2012	0	0	0
Practice and Procedure before the Railroad Commission of California	http://scholarship.law.berkeley.edu/californialawreview/vol15/iss6/1	7/24/2012	0	0	0
Rosamond Parma 1884-1946	http://scholarship.law.berkeley.edu/californialawreview/vol35/iss1/5	7/20/2012	0	1	0
Rosamond Parma	http://scholarship.law.berkeley.edu/californialawreview/vol26/iss1/7	7/24/2012	0	0	0
Reflections on Caleb Foote on Vagrancy-Type Laws	http://scholarship.law.berkeley.edu/bjcl/vol12/iss2/3	2/15/2013	0	3	0
The Antiparalleling Statute: A New Dimension in Public Utility Condemnation	http://scholarship.law.berkeley.edu/californialawreview/vol60/iss4/2	7/17/2012	0	2	0
Woodland Hills v. City Council of Los Angeles: Electoral Politics and Quasi-Judicial Fairness	http://scholarship.law.berkeley.edu/californialawreview/vol69/iss4/9	7/17/2012	0	3	0
Farewell to All That	http://scholarship.law.berkeley.edu/facpubs/376	9/17/2012	0	1	0
Moral Responsibility to Filipino Amerasians: Potential Immigration and Child Support Alternatives	http://scholarship.law.berkeley.edu/aalj/vol2/iss1/4	9/10/2013	0	1	0
Introductory Note to U.N. Security Council Resolution 1975 on the Cote d'Ivoire	http://scholarship.law.berkeley.edu/facpubs/2129	8/15/2013	0	2	0
Righting the Law: Seeking a Humane Voice	http://scholarship.law.berkeley.edu/facpubs/1745	9/20/2012	0	0	0
"Student's Tribute to Fritz Kessler, A"	http://scholarship.law.berkeley.edu/facpubs/24	9/17/2012	0	1	0
Mobilizing Law Schools in Response to Poverty: A Report on Experiments in Progress	http://scholarship.law.berkeley.edu/facpubs/1877	12/7/2012	0	1	0
Thanking the Right Wing	http://scholarship.law.berkeley.edu/bglj/vol8/iss1/7	9/24/2013	0	0	0
The Dangerous Extraterritoriality of American Securities Law	http://scholarship.law.berkeley.edu/facpubs/278	9/17/2012	0	0	0
A Preferable Approach for the Ninth Circuit	http://scholarship.law.berkeley.edu/californialawreview/vol88/iss5/7	7/10/2012	0	3	0
A Century of Change in Personal Injury Law	http://scholarship.law.berkeley.edu/facpubs/2164	8/15/2013	0	0	0
"Comparative Law without Leaving Home: What Civil Procedure Can Teach Criminal Procedure, and Vice Versa"	http://scholarship.law.berkeley.edu/facpubs/1718	9/20/2012	0	6	0
Intellectual Property and the Law of Land	http://scholarship.law.berkeley.edu/facpubs/729	9/18/2012	0	0	0
Is the Radical Critique of Merit Anti-Semitic	http://scholarship.law.berkeley.edu/facpubs/1599	9/20/2012	0	0	0
Keynote Address	http://scholarship.law.berkeley.edu/bjalp_symposia/20062/2006/4	12/7/2013	0	0	0
