Full-Text Downloads for 2012-02-01 through 2013-09-20 for Berkeley Law Scholarship Repository																						
Title	URL	First published	2/1/2012	3/1/2012	4/1/2012	5/1/2012	6/1/2012	7/1/2012	8/1/2012	9/1/2012	10/1/2012	11/1/2012	12/1/2012	1/1/2013	2/1/2013	3/1/2013	4/1/2013	5/1/2013	6/1/2013	7/1/2013	8/1/2013	9/1/2013
Aid without Tears: Opportunism in Foreign Development Policy	http://scholarship.law.berkeley.edu/californialawreview/vol46/iss5/1	7/19/2012	0	0	0	0	0	0	0	3	2	6	2	0	2	0	5	3	2	3	1	0
A Comparative Law Look at Pain and Suffering Awards	http://works.bepress.com/stephen_sugarman/82	6/26/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prosser's Privacy and the German Right of Personality: Are Four Privacy Torts Better than One Unitary Concept	http://scholarship.law.berkeley.edu/californialawreview/vol98/iss6/6	7/9/2012	0	0	0	0	0	10	11	6	7	7	11	7	14	9	2	6	4	4	4	4
"Jefferson B. Fordham: Dean, Mentor, and Friend"	http://scholarship.law.berkeley.edu/facpubs/1992	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Marriage Undone: Taxwise--The Federal Tax Consequences of California Divorce and Separation: Alimony and Property Settlements	http://scholarship.law.berkeley.edu/californialawreview/vol42/iss3/4	7/19/2012	0	0	0	0	0	0	9	5	4	21	10	17	7	9	2	9	7	4	3	6
The Supreme Court of California 1966-1967: Introduction	http://scholarship.law.berkeley.edu/californialawreview/vol55/iss4/5	7/17/2012	0	0	0	0	0	0	0	1	1	2	0	5	0	1	4	2	1	2	2	0
"Protest, Repression, and Race: Legal Violence and the Chicano Movement"	http://scholarship.law.berkeley.edu/facpubs/1818	12/7/2012	0	0	0	0	0	0	0	0	0	0	3	15	25	9	29	21	34	11	15	7
"The Chief Justice, Racial Segregation, and the Friendly Critics"	http://scholarship.law.berkeley.edu/californialawreview/vol49/iss1/5	7/19/2012	0	0	0	0	0	0	2	3	4	8	9	6	7	10	7	7	5	3	1	1
The Future of Content Regulation in Broadcasting	http://scholarship.law.berkeley.edu/californialawreview/vol69/iss2/9	7/17/2012	0	0	0	0	0	2	9	4	9	7	4	14	11	12	11	14	14	8	11	5
"The National Labor Relations Act, Non-Paralleled Competition, and Market Power"	http://scholarship.law.berkeley.edu/californialawreview/vol85/iss4/1	7/10/2012	0	0	0	0	0	5	7	8	1	0	2	2	1	0	1	3	0	0	0	0
Farewell to Jackson-Vanik: The Case for Unconditional MFN Status for the People's Republic of China	http://scholarship.law.berkeley.edu/aalj/vol1/iss1/2	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Minimax Constitution as Democracy	http://works.bepress.com/robert_cooter/117	7/20/2006	0	2	5	8	3	4	3	3	3	0	1	1	1	1	2	0	0	1	1	2
The Penguin and the Cartel: Rethinking Antitrust and Innovation Policy for the Age of Commercial Open Source	http://scholarship.law.berkeley.edu/facpubs/2112	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
"China's Company Law: One Step Forward, Two Steps Back--A Modest Complaint"	http://scholarship.law.berkeley.edu/facpubs/1868	12/7/2012	0	0	0	0	0	0	0	0	0	0	16	20	50	27	9	15	9	13	5	7
Discrimination in the Wen Ho Lee Case: Reinterpreting the Intent Requirement in Constitutional and Statutory Race Discrimination Cases	http://scholarship.law.berkeley.edu/aalj/vol9/iss1/4	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Relation Existing Between Irrigation Water Users and Distributing Companies with Special Reference to Right Arising Out of Contract	http://scholarship.law.berkeley.edu/californialawreview/vol7/iss5/1	7/24/2012	0	0	0	0	0	0	0	1	1	4	3	1	3	2	2	4	0	0	1	1
The Tax Consequences of Pension Trusts and Employer Purchased Annuities to Employee or Beneficiary	http://scholarship.law.berkeley.edu/californialawreview/vol39/iss2/2	7/20/2012	0	0	0	0	0	0	1	1	4	4	9	10	7	7	14	16	4	8	9	5
The Claims Resolution Tribunal and Holocaust Claims against Swiss Banks	http://scholarship.law.berkeley.edu/bjil/vol20/iss1/11	9/24/2012	0	0	0	0	0	0	0	0	16	26	16	36	30	6	16	7	8	6	13	8
Building Bridges over Troubled Waters: Eco-pragmatism and the Environmental Prospect	http://works.bepress.com/daniel_farber/32	9/17/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Paths of Stories	http://works.bepress.com/kathryn_abrams/90	2/14/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Fatal Loss of Balance: Dred Scott Revisited 	http://works.bepress.com/daniel_farber/47	9/17/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Untoward Effects of Cigarettes and Drugs: Some Reflections on Enterprise Liability	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss4/3	7/17/2012	0	0	0	0	0	1	2	8	20	7	7	13	10	7	13	17	8	12	3	6
Reflections on the Enigma of Indeterminacy in Child-Advocacy Cases	http://scholarship.law.berkeley.edu/californialawreview/vol74/iss2/6	7/10/2012	0	0	0	0	0	0	0	1	8	2	3	4	2	1	1	3	1	0	3	0
Should the Ranch Go Free Because the Constable Blundered--Gaining Compliance with Search and Seizure Standards in the Age of Asset Forfeiture	http://scholarship.law.berkeley.edu/californialawreview/vol80/iss5/4	7/10/2012	0	0	0	0	0	0	2	2	4	4	2	8	4	2	7	0	1	3	5	3
Immigration Challenges and Opportunities in a Post-Transition Cuba	http://scholarship.law.berkeley.edu/bjil/vol16/iss2/5	9/27/2012	0	0	0	0	0	0	0	0	40	36	24	37	13	19	23	30	23	14	6	13
Fundamental Concepts of the Roman Law	http://scholarship.law.berkeley.edu/californialawreview/vol12/iss5/4	7/24/2012	0	0	0	0	0	0	1	2	1	3	2	10	8	12	5	5	7	4	4	10
Ties that Bond: Duel Class Common Stock and the Problem of Shareholder Choice	http://scholarship.law.berkeley.edu/californialawreview/vol76/iss1/1	7/10/2012	0	0	0	0	0	14	12	14	35	27	25	28	24	6	14	5	12	12	6	10
Bankruptcy: The Disposition of the Debtor's Unliquidated Cause of Action for Personal Injuries	http://scholarship.law.berkeley.edu/californialawreview/vol63/iss2/8	7/17/2012	0	0	0	0	0	0	8	6	4	6	6	5	9	0	0	3	1	2	2	1
Dennis v. United States and the Clear and Present Danger Rule	http://scholarship.law.berkeley.edu/californialawreview/vol39/iss4/1	7/20/2012	0	0	0	0	0	0	8	26	54	82	72	107	107	50	51	52	23	11	8	21
Harding on Double Taxation	http://scholarship.law.berkeley.edu/californialawreview/vol24/iss4/1	7/24/2012	0	0	0	0	0	0	3	5	5	6	5	5	9	6	8	5	17	9	5	7
Labor Law: Regular Rate of Pay under Section 7(a) of the Fair Labor Standards Act of 1938	http://scholarship.law.berkeley.edu/californialawreview/vol34/iss1/10	7/20/2012	0	0	0	0	0	0	1	2	5	4	1	4	3	3	2	6	3	3	0	0
The Victim's Veto: A Way to Increase Victim Impact on Criminal Case Dispositions	http://scholarship.law.berkeley.edu/californialawreview/vol77/iss2/5	7/10/2012	0	0	0	0	0	8	9	15	17	16	22	27	16	8	7	6	4	8	4	2
The Daubert/Kumho Implications of Observer Effects in Forensic Science: Hidden Problems of Expectation and Suggestion	http://scholarship.law.berkeley.edu/californialawreview/vol90/iss1/1	7/10/2012	0	0	0	0	0	8	7	29	79	70	38	49	77	41	45	37	36	26	20	29
Beyond Symbolic Representation: A Comparison of the Electoral Pathways and Policy Priorities of Asian American and Latino Elected Officials	http://scholarship.law.berkeley.edu/aalj/vol9/iss1/2	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"From Theory to Praxix: Black Women, Gangs, and Critical Race Feminism"	http://scholarship.law.berkeley.edu/bjalp/vol4/iss1/1	4/26/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	18	18	18	21
Introduction	http://works.bepress.com/richard_buxbaum/42	9/24/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Committee on Teaching of International and Comparative Law	http://works.bepress.com/richard_buxbaum/11	9/24/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Review: Ruth Faden and Tom L. Beauchamp, A History and Theory of Informed Consent"	http://works.bepress.com/marjorie_shultz/53	7/9/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Changing the Public Drunkenness Laws: The Impact of Decriminalization	http://scholarship.law.berkeley.edu/facpubs/113	9/17/2012	0	0	0	0	0	0	0	1	12	6	9	6	12	6	11	6	4	7	3	2
Perpetuities Revision in California: Perpetual Trusts Permitted	http://scholarship.law.berkeley.edu/californialawreview/vol55/iss3/2	7/17/2012	0	0	0	0	0	2	6	10	6	7	9	10	14	7	35	17	3	8	5	5
"Toward an Asian American Legal Scholarship: Critical Race Theory, Post-Structuralism, and Narrative Space"	http://scholarship.law.berkeley.edu/californialawreview/vol81/iss5/4	7/10/2012	0	0	0	0	0	12	22	38	76	111	109	89	96	111	49	65	44	44	36	35
Law as the Continuation of God by Other Means	http://scholarship.law.berkeley.edu/californialawreview/vol85/iss2/3	7/10/2012	0	0	0	0	0	4	0	4	2	2	4	11	11	11	3	7	3	0	2	3
"Japan, the North Atlantic Triangle, and the Pacific Fisheries: A Perspective on the Origins of Modern Ocean Law, 1930-1953"	http://scholarship.law.berkeley.edu/facpubs/1391	9/18/2012	0	0	0	0	0	0	0	1	7	9	5	15	14	1	2	4	0	0	0	1
New Owners and Old Managers: Lessons from the Socialist Camp	http://works.bepress.com/richard_buxbaum/40	9/24/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Why (and How) Fairness Matters at the IP/Antitrust Interface	http://scholarship.law.berkeley.edu/facpubs/1651	9/20/2012	0	0	0	0	0	0	0	0	3	2	1	4	4	0	0	0	0	0	0	0
Selfish State and the Market	http://scholarship.law.berkeley.edu/facpubs/2074	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Five Levels of CSR Compliance: The Resiliency of Corporate Liability under the Alien Tort Statute and the Case for a Counterattack Strategy in Compliance Theory	http://scholarship.law.berkeley.edu/bjil/vol29/iss1/9	9/25/2012	0	0	0	0	0	0	0	1	25	38	24	18	18	29	22	21	23	30	43	28
San Francisco Bay: Regional Regulation for Its Protection and Development	http://scholarship.law.berkeley.edu/californialawreview/vol55/iss3/5	7/17/2012	0	0	0	0	0	0	1	1	1	0	0	5	4	6	4	4	2	1	2	0
A Constitutional Law for the Age of Anxiety	http://works.bepress.com/kathryn_abrams/83	2/14/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Latino/as in the Mix: Applying Gotanda's Models of Racial Classification and Racial Stratification	http://scholarship.law.berkeley.edu/aalj/vol4/iss1/4	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Just Disagreement: Indeterminacy and Rationality in the Rule of Law	http://scholarship.law.berkeley.edu/facpubs/15	9/17/2012	0	0	0	0	0	0	0	2	15	16	13	14	19	13	19	26	14	9	4	8
The California Used Car Dealer and the Foreign Lien--A Study in the Conflict of Laws	http://scholarship.law.berkeley.edu/californialawreview/vol47/iss3/4	7/19/2012	0	0	0	0	0	0	9	56	41	116	21	25	11	10	6	15	11	4	4	2
"Agenda for the Post-Civil Rights Era, An"	http://scholarship.law.berkeley.edu/facpubs/683	9/18/2012	0	0	0	0	0	0	0	0	7	9	28	9	11	13	7	8	3	1	3	1
The Need for Self-Imposed Quotas in Academic Employment	http://works.bepress.com/herma_kay/16	12/3/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Resegregation and Achievement Gap: Challenges to San Francisco School Desegregation	http://scholarship.law.berkeley.edu/aalj/vol11/iss2/9	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
The Principle of Hadley v. Baxendale	http://scholarship.law.berkeley.edu/facpubs/2008	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Release of Powers of Appointment in California	http://scholarship.law.berkeley.edu/californialawreview/vol46/iss1/9	7/19/2012	0	0	0	0	0	0	0	3	8	2	3	5	2	6	6	7	3	5	8	3
Antitrust and the Market for Corporate Control	http://scholarship.law.berkeley.edu/californialawreview/vol77/iss6/2	7/10/2012	0	0	0	0	0	2	9	7	8	8	8	5	11	1	7	2	2	2	5	0
My God: A Feminist Critique of the Excited Utterance Exception to the Hearsay Rule	http://scholarship.law.berkeley.edu/californialawreview/vol85/iss1/3	7/10/2012	0	0	0	0	0	7	8	7	23	36	20	32	23	16	10	15	17	9	8	11
Parental Rights and the Habilitation Decision for Mentally Retarded Children	http://scholarship.law.berkeley.edu/facpubs/1728	9/20/2012	0	0	0	0	0	0	0	3	7	11	24	24	33	11	4	8	8	1	3	1
Cadillac Contracts and Up-front Payments: Efficient Investment under Expectation Damages	http://scholarship.law.berkeley.edu/facpubs/112	9/17/2012	0	0	0	0	0	0	0	3	10	7	19	15	12	10	5	4	3	3	2	1
"Tex-Cal Land Management, Inc. v. Agricultural Labor Relations Board: Administrative Adjudications and the Substantial Evidence Standard of Judicial Review"	http://scholarship.law.berkeley.edu/californialawreview/vol68/iss4/2	7/17/2012	0	0	0	0	0	0	0	3	1	7	2	4	8	1	1	1	0	0	0	0
Legal Norm and Discretion in the Police and Sentencing Processes	http://scholarship.law.berkeley.edu/facpubs/1488	9/20/2012	0	0	0	0	0	0	0	0	20	35	20	21	14	50	50	49	28	26	15	19
The Supreme Court of California 1968-1969: Criminal Procedure--VI	http://scholarship.law.berkeley.edu/californialawreview/vol58/iss1/12	7/17/2012	0	0	0	0	0	0	1	4	3	5	1	9	4	0	1	0	0	0	0	0
The Use and Threat of Injunctions in the RAND Context	http://works.bepress.com/daniel_rubinfeld/19	6/25/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	9	7
The Public Trust Doctrine in Natural Resource Law: Effective Judicial Intervention	http://scholarship.law.berkeley.edu/facpubs/2142	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
The Adoption and Implementation of Determinate-Based Sanctioning Policies: A Critical Perspective	http://scholarship.law.berkeley.edu/facpubs/264	9/17/2012	0	0	0	0	0	0	0	0	11	3	5	6	4	5	5	2	1	2	0	1
Privacy Torts: Unreliable Remedies for LGBT Plaintiffs	http://scholarship.law.berkeley.edu/californialawreview/vol98/iss6/1	7/9/2012	0	0	0	0	0	7	3	4	0	8	4	9	2	3	4	2	6	0	0	0
A Question of Values: Continuing Divergences between U.S. and International Refugee Norms	http://scholarship.law.berkeley.edu/bjil/vol15/iss1/3	9/24/2012	0	0	0	0	0	0	0	0	3	13	8	4	4	8	6	5	5	9	4	9
The Second Conflicts Restatement of Torts: A Caveat	http://scholarship.law.berkeley.edu/californialawreview/vol51/iss4/5	7/17/2012	0	0	0	0	0	1	4	6	11	21	18	33	19	12	18	13	5	4	10	5
Individual Recovery for Promoter's Fraud-Procedural Problems under S.E.C. Rule 10b-5	http://scholarship.law.berkeley.edu/californialawreview/vol51/iss5/5	7/17/2012	0	0	0	0	0	2	9	7	13	5	6	5	7	5	3	14	9	12	3	3
A Post-Racial Voting Rights Act	http://scholarship.law.berkeley.edu/bjalp/vol13/iss1/5	4/26/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	23	178	12	5
War and Political Theory	http://scholarship.law.berkeley.edu/californialawreview/vol7/iss1/3	7/24/2012	0	0	0	0	0	2	0	2	0	3	1	2	1	3	2	0	0	0	1	0
Claims for Unaccrued Rent in Bankruptcy	http://scholarship.law.berkeley.edu/californialawreview/vol21/iss6/2	7/24/2012	0	0	0	0	0	0	0	3	2	3	2	2	0	6	5	2	2	0	1	0
Bias in High Stakes Selection Systems	http://works.bepress.com/marjorie_shultz/66	7/9/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
What's So New about the New Illegitimacy	http://scholarship.law.berkeley.edu/facpubs/440	9/18/2012	0	0	0	0	0	0	0	1	20	22	18	17	26	6	13	10	5	8	8	7
Some Aspects of Liquor Control in California	http://scholarship.law.berkeley.edu/californialawreview/vol39/iss1/4	7/20/2012	0	0	0	0	0	0	0	1	0	0	3	2	3	6	5	3	0	0	4	0
Some Recent Cases in Evidence	http://scholarship.law.berkeley.edu/californialawreview/vol13/iss5/2	7/24/2012	0	0	0	0	0	0	1	1	0	1	0	2	2	5	5	1	0	2	0	0
Much to Gain and Nothing to Lose Implications of the History of the Declaratory Judgment for the (b)(2) Class Action	http://works.bepress.com/andrew_bradt/1	9/3/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Expanding the Empirical Study of Access to Justice	http://scholarship.law.berkeley.edu/facpubs/1905	7/22/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4
Lawyers as Advocate in Public Health Practice	http://scholarship.law.berkeley.edu/facpubs/782	9/18/2012	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
"Understanding Kaye Scholer: The Autonomous Citizen, the Managed Subject and the Role of the Lawyer"	http://scholarship.law.berkeley.edu/californialawreview/vol82/iss3/6	7/10/2012	0	0	0	0	0	2	1	5	13	4	4	11	26	3	1	1	1	1	0	0
"Justice, Accountability and Social Reconstruction: An Interview Study of Bosnian Judges and Prosecutors"	http://scholarship.law.berkeley.edu/bjil/vol18/iss1/3	9/24/2012	0	0	0	0	0	0	0	0	4	0	2	2	2	9	5	2	1	4	2	1
In Favor of Restoring the Sherbert Rule - with Qualifications	http://scholarship.law.berkeley.edu/facpubs/1006	9/18/2012	0	0	0	0	0	0	0	0	1	2	3	7	4	3	6	5	1	1	4	1
"How a New Auto Insurance Law Could Ease Our Dependence on Oil, by Giving Drivers a Choice"	http://works.bepress.com/aaron_edlin/58	4/8/2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lateral Moves and the Quest for Clients: Tort Liability of Departing Attorneys for Taking Firm Clients	http://scholarship.law.berkeley.edu/californialawreview/vol75/iss5/6	7/10/2012	0	0	0	0	0	3	5	2	1	9	4	11	10	9	3	2	3	4	1	2
Indian Common Law: The Role of Custom in American Indian Tribal Courts - Part I	http://works.bepress.com/robert_cooter/1	1/16/2004	0	3	5	8	4	4	2	5	2	3	1	0	2	1	12	1	0	1	1	0
Discounts and Other Mysteries of Corporate Finance	http://scholarship.law.berkeley.edu/californialawreview/vol79/iss4/2	7/10/2012	0	0	0	0	0	1	3	3	9	3	11	5	6	2	1	2	5	3	1	1
The Labor Relations Department of the Los Angeles Superior Court	http://scholarship.law.berkeley.edu/californialawreview/vol31/iss1/10	7/20/2012	0	0	0	0	0	0	2	4	0	1	3	8	8	1	2	4	1	0	1	6
Reckless Complicity	http://scholarship.law.berkeley.edu/facpubs/1649	9/20/2012	0	0	0	0	0	0	0	1	22	6	16	22	10	32	40	5	5	0	0	0
Negligent Homicide in Military Law	http://scholarship.law.berkeley.edu/californialawreview/vol46/iss5/5	7/19/2012	0	0	0	0	0	2	8	2	5	16	20	14	14	10	14	22	14	11	5	4
Representational Standing: U.S. ex rel. Stevens and the Future of Public Law Litigation	http://scholarship.law.berkeley.edu/californialawreview/vol89/iss2/2	7/10/2012	0	0	0	0	0	1	2	7	27	11	5	13	16	6	13	7	3	4	5	4
Exploring Regulatory Options for Controlling the Introduction of Non-Indigenous Species to the United States	http://works.bepress.com/eric_biber/5	9/11/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Architecture of Smart Intelligence: Structuring and Overseeing Agencies in the Post-9/11 World	http://scholarship.law.berkeley.edu/californialawreview/vol94/iss6/2	7/9/2012	0	0	0	0	0	5	1	13	1	2	0	1	3	2	1	1	5	3	6	4
Adversarial Legalism: Tamed or Still Wild	http://scholarship.law.berkeley.edu/facpubs/705	9/18/2012	0	0	0	0	0	0	0	1	3	6	5	6	12	11	4	6	4	2	3	0
A Call to Action: Turning the Golden State into a Golden Opportunity for International Arbitration	http://scholarship.law.berkeley.edu/bjil/vol28/iss2/5	9/24/2012	0	0	0	0	0	0	0	0	1	1	4	1	0	1	0	0	2	2	5	2
Full Text Legal Research: Implications for the Future	http://scholarship.law.berkeley.edu/facpubs/1958	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Conflict of Laws: Foreign Law as Datum	http://scholarship.law.berkeley.edu/facpubs/1167	9/18/2012	0	0	0	0	0	0	0	0	10	3	3	30	6	8	6	9	8	1	2	2
Separation of Church and State: New Directions by the New Supreme Court	http://works.bepress.com/jesse_choper/25	8/21/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Appearances Aside	http://scholarship.law.berkeley.edu/californialawreview/vol88/iss1/3	7/10/2012	0	0	0	0	0	7	4	1	3	2	6	3	3	0	3	4	5	1	1	2
An Introduction to Petty Bag Proceedings in the Reign of Elizabeth I	http://scholarship.law.berkeley.edu/californialawreview/vol51/iss5/2	7/17/2012	0	0	0	0	0	1	6	6	4	7	6	21	11	14	29	8	9	7	8	3
Divesting Citizenship: On Asian American History and the Loss of Citizenship through Marriage	http://scholarship.law.berkeley.edu/facpubs/1174	9/18/2012	0	0	0	0	0	0	0	2	19	24	12	9	33	75	9	8	7	12	11	5
Capital Punishment and Capital Murder: Market Share and the Deterrent Effects of the Death Penalty	http://scholarship.law.berkeley.edu/facpubs/1620	9/20/2012	0	0	0	0	0	0	0	1	32	36	12	21	39	16	34	18	13	8	13	35
The Legitimation of Purposive Decisions	http://scholarship.law.berkeley.edu/facpubs/1352	9/18/2012	0	0	0	0	0	0	0	3	3	6	6	5	6	2	2	2	0	1	0	2
Disclosure Norms	http://scholarship.law.berkeley.edu/facpubs/2175	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
In Praise of Martyrdom	http://scholarship.law.berkeley.edu/californialawreview/vol87/iss5/6	7/10/2012	0	0	0	0	0	1	0	2	4	0	1	3	1	0	3	33	10	18	1	0
"Of Civil Wrongs and Rights: Kiyemba v. Obama and the Meaning of Freedom, Separation of Powers, and the Rule of Law Ten Years After 9/11"	http://scholarship.law.berkeley.edu/aalj_gallery/7	9/8/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Third Annual Ruth Bader Ginsburg Lecture: The Global Impact of Feminist Legal Theory	http://scholarship.law.berkeley.edu/facpubs/662	9/18/2012	0	0	0	0	0	0	0	0	2	4	4	2	2	1	0	1	2	0	0	3
Commodification and Contract Formation: Placing the Consideration Doctrine on Stronger Foundations	http://scholarship.law.berkeley.edu/facpubs/1461	9/20/2012	0	0	0	0	0	0	0	0	20	28	41	19	36	12	5	24	7	11	21	14
Viewpoint Diversity and Media Consolidation: An Empirical Study	http://scholarship.law.berkeley.edu/facpubs/1291	9/18/2012	0	0	0	0	0	0	0	5	19	13	18	10	12	14	23	13	6	10	12	6
Comments on the Probate Code of California	http://scholarship.law.berkeley.edu/californialawreview/vol19/iss6/2	7/24/2012	0	0	0	0	0	0	4	9	8	8	16	14	16	12	15	31	16	9	10	16
Listing Decisions under the Endangered Species Act: Why Better Science Isn't ALways Better Policy	http://scholarship.law.berkeley.edu/facpubs/1504	9/20/2012	0	0	0	0	0	0	0	0	7	4	3	1	1	3	2	0	0	0	0	4
Our Vanishing Government of Laws	http://scholarship.law.berkeley.edu/californialawreview/vol31/iss1/11	7/20/2012	0	0	0	0	0	0	0	0	0	1	0	2	4	1	0	1	1	0	1	0
Comment on Article by Professor Jones	http://scholarship.law.berkeley.edu/facpubs/1681	9/20/2012	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	2	0	0	0	0
